title,Rating,maincateg,platform,actprice1,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,combo,category
"Women Pink, Beige Flats Sandal",3.6,Women,Flipkart,599,8.0,1.0,2.0,1.0,1.0,0,1.0,1,False,sandal
Party Wear For Women  (Pink),4.3,Women,Flipkart,1199,2855.0,522.0,1829.0,522.0,240.0,99,165.0,1,False,other
Mid-Top Lace-Up Shoes For Women Sneakers For Women  (White),4.4,Women,Flipkart,999,23.0,6.0,15.0,4.0,3.0,1,0.0,1,False,sneaker
Men Tan Sandal,3.3,Men,Flipkart,1599,112.0,15.0,38.0,17.0,18.0,17,22.0,0,False,sandal
Women Red Heels Sandal,3.7,Women,Flipkart,699,125.0,20.0,49.0,28.0,22.0,9,17.0,0,False,sandal
Women Pink Flats Sandal,4.0,Men,Flipkart,499,0.0,0.0,542.0,271.0,126.0,64,81.0,1,False,sandal
"Sketch-14 Grey Pink Walking Shoes,Gym Shoes,Canvas Shoes,Training Shoes,Sports Shoes, Running Shoes For Women  (Pink, Grey)",3.9,Women,Flipkart,999,2513.0,334.0,1093.0,674.0,354.0,153,239.0,1,False,shoe
Women Black Heels Sandal,3.8,Women,Flipkart,999,574.0,103.0,281.0,91.0,84.0,34,84.0,1,False,sandal
Women Grey Heels Sandal,4.1,Women,Flipkart,999,617.0,85.0,322.0,129.0,93.0,21,52.0,0,False,sandal
Stylish Walking Shoes For Women  (Blue),3.4,Women,Flipkart,1690,14.0,1.0,5.0,4.0,1.0,0,4.0,1,False,shoe
"SM-397 Fluorescent Running Shoes For Men  (Orange, Grey)",4.2,Men,Flipkart,1049,19512.0,3085.0,10361.0,5710.0,1868.0,557,1016.0,1,False,shoe
Boots For Women  (Grey),4.1,Women,Flipkart,999,40.0,6.0,20.0,11.0,3.0,2,3.0,1,False,boot
Longwalk Women's Sneaker,3.8,Women,Amazon,629,130.0,47.0,12.0,6.0,16.0,23,43.0,0,False,sneaker
Women White Heels Sandal,4.0,Women,Flipkart,799,273.0,35.0,137.0,67.0,30.0,14,25.0,0,False,sandal
Synthetic Leather Casual Partywear Boots Casaul Shoes For Women's And Girls Boots For Women  (Pink),4.2,Women,Flipkart,999,512.0,77.0,279.0,124.0,53.0,19,37.0,1,False,boot
Slides,3.9,Men,Flipkart,599,178.0,26.0,85.0,37.0,31.0,7,18.0,1,False,other
Women Black Heels Sandal,4.0,Women,Flipkart,556,530.0,76.0,88.0,151.0,49.0,9,107.0,0,False,sandal
Women Black Wedges Sandal,3.7,Women,Flipkart,999,60.0,9.0,27.0,11.0,7.0,7,8.0,0,False,sandal
Women Red Heels Sandal,3.9,Women,Flipkart,699,545.0,72.0,258.0,118.0,75.0,41,49.0,1,False,sandal
Sports Mesh Running Shoes For Women  (Green),4.0,Women,Flipkart,899,937.0,130.0,448.0,257.0,101.0,42,89.0,1,False,shoe
Ethics Perfect Women's Premium White Casual Shoes,3.9,Women,Amazon,499,628.0,409.0,14.0,5.0,11.0,22,48.0,1,False,shoe
"Bxxy Men's Faux Leather Stylish Jutti's, Nagra's and Mojari's Mojaris For Men  (Brown)",4.1,Men,Flipkart,999,50.0,9.0,29.0,7.0,8.0,2,4.0,1,False,mojaris
"Women Beige, Gold, Burgundy Wedges Sandal",4.3,Women,Flipkart,1249,359.0,74.0,214.0,81.0,40.0,10,14.0,0,False,sandal
Bellies For Women  (Beige),4.1,Women,Flipkart,899,2178.0,316.0,1125.0,559.0,224.0,89,181.0,0,False,bellie
"Running Shoes Running Shoes For Women  (Red, White)",3.7,Women,Flipkart,525,98.0,14.0,43.0,19.0,16.0,5,15.0,1,False,shoe
Synthetic Leather Casual Partywear New Stylish High Heels Shoes Boots For Women  (Grey),4.5,Women,Flipkart,999,48.0,10.0,34.0,7.0,5.0,0,2.0,0,False,boot
STRIDE RUNNER LP Running Shoes For Men  (Blue),4.2,Men,Flipkart,2099,4618.0,588.0,2433.0,1267.0,501.0,166,251.0,1,False,shoe
Zod Runner V3 IDP Running Shoes For Men  (Black),4.1,Men,Flipkart,3999,27353.0,3083.0,14957.0,6256.0,2675.0,1180,2285.0,1,False,shoe
Slip On For Women  (Black),3.6,Women,Flipkart,1690,10.0,1.0,3.0,3.0,2.0,1,1.0,1,False,other
For Women  (Beige),3.9,Women,Flipkart,1299,54.0,3.0,26.0,13.0,4.0,4,7.0,0,False,other
GUIDE STRIDE RUN LP Running Shoes For Men  (Blue),4.3,Men,Flipkart,2799,5149.0,675.0,2882.0,1448.0,427.0,161,231.0,1,False,shoe
LANCE Slip On shoes For Men  (Black),3.7,Men,Flipkart,1999,923.0,161.0,365.0,231.0,127.0,61,139.0,1,False,shoe
For Women  (White),4.0,Women,Flipkart,999,28.0,4.0,15.0,4.0,5.0,4,0.0,0,False,other
Synthetic Leather Casual Office Use Wedding Formal Shoes For Mens And Boys Slip On For Men  (Black),3.9,Men,Flipkart,999,8298.0,0.0,4018.0,2649.0,1210.0,536,903.0,1,False,shoe
"Trending Punched Ethnic, Nagra, Juties Mojaris For Men  (Off White)",4.4,Men,Flipkart,999,5.0,1.0,4.0,0.0,0.0,1,0.0,0,False,juti
"Sneakers For Men  (Red, White)",4.1,Men,Flipkart,999,2969.0,370.0,1686.0,514.0,329.0,170,270.0,1,False,sneaker
"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Pack of 2 Bellies For Women  (Multicolor)",3.9,Women,Flipkart,999,0.0,37.0,0.0,0.0,0.0,0,0.0,0,False,bellie
Jutis For Women  (Tan),3.9,Women,Flipkart,499,37.0,2.0,19.0,7.0,4.0,2,5.0,0,False,juti
Mojaris For Women  (Pink),4.1,Women,Flipkart,499,438.0,47.0,256.0,77.0,38.0,21,46.0,0,False,mojaris
EVAW2 Sneakers For Men  (White),3.8,Men,Flipkart,499,5268.0,569.0,2880.0,606.0,521.0,348,913.0,0,False,sneaker
GEL-WINDHAWK 3 Running Shoes For Men  (Blue),4.0,Men,Flipkart,4699,180.0,20.0,102.0,30.0,15.0,4,29.0,1,False,shoe
Icon IDP Sneakers For Men  (White),4.2,Men,Flipkart,3299,11662.0,1505.0,6366.0,2913.0,1079.0,418,886.0,1,False,sneaker
Women Gold Heels Sandal,4.1,Women,Flipkart,1299,24.0,3.0,12.0,3.0,4.0,1,2.0,1,False,sandal
Tryfeet Stylish Fancy Ethnic Bellies For Women  (Gold),4.0,Women,Flipkart,945,260.0,35.0,138.0,52.0,32.0,17,20.0,0,False,bellie
Women Pink Flats Sandal,4.2,Women,Flipkart,999,30.0,3.0,10.0,15.0,5.0,0,0.0,1,False,sandal
High heels Black Color Valvet fabric Shoes Boots For Women  (Black),4.1,Women,Flipkart,999,1374.0,226.0,789.0,271.0,140.0,48,126.0,1,False,boot
"Gold glitter with mirror work Jutis For Women  (Purple, Beige)",3.6,Women,Flipkart,499,2362.0,315.0,1044.0,393.0,342.0,193,390.0,0,False,juti
"Running Shoes For Men  (Silver, Black)",4.1,Men,Flipkart,699,289930.0,45444.0,151173.0,74027.0,34974.0,11700,18056.0,1,False,shoe
Boots For Women  (Black),4.3,Women,Flipkart,999,143.0,27.0,90.0,29.0,11.0,7,6.0,1,False,boot
Jutis For Women  (Pink),4.0,Women,Flipkart,999,588.0,100.0,293.0,132.0,68.0,34,61.0,1,False,juti
Women Beige Wedges Sandal,4.1,Women,Flipkart,1199,330.0,43.0,180.0,71.0,40.0,15,24.0,1,False,sandal
Black With Fine Lining Design Slip On Shoes For Men  (Black),3.6,Men,Flipkart,499,359.0,61.0,139.0,65.0,75.0,31,49.0,0,False,shoe
Black & Grey Color Casual Men's Flip Flop (Pack of 2) Slippers,3.9,Men,Flipkart,998,600.0,78.0,309.0,116.0,74.0,35,66.0,0,False,casual
Running Shoes For Men  (Blue),4.1,Men,Flipkart,1499,31051.0,4702.0,16376.0,7659.0,3640.0,1283,2093.0,1,False,shoe
Doctor Extra Soft Flat Ortho Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Flip Flops Slippers,4.2,Women,Flipkart,499,466.0,59.0,254.0,122.0,47.0,24,19.0,0,False,flip
Women Black Flats Sandal,4.1,Women,Flipkart,499,109.0,12.0,62.0,17.0,17.0,5,8.0,1,False,sandal
Slides,4.1,Men,Flipkart,999,275.0,30.0,163.0,38.0,33.0,20,21.0,0,False,other
Punjabi Jutis For Women  (Black),3.3,Women,Flipkart,2500,12.0,2.0,5.0,1.0,2.0,1,3.0,0,False,juti
Corporate XI Office Formal shoes Lace Up For Men  (Brown),3.7,Men,Flipkart,999,176.0,29.0,81.0,34.0,21.0,10,30.0,1,False,shoe
Bellies For Women  (Black),3.3,Women,Flipkart,999,285.0,38.0,100.0,47.0,34.0,40,64.0,0,False,bellie
Women Blue Wedges Sandal,4.3,Women,Flipkart,1200,104.0,14.0,69.0,14.0,7.0,6,8.0,1,False,sandal
"Totu Womens Black and Red Casual Stylish Comfort ortho High Heel (Pack Of 1) Flip Flops , Size-8 Flip Flops",3.8,Women,Flipkart,499,787.0,99.0,385.0,148.0,98.0,55,101.0,0,False,casual
"Ruhi-04-BGreenGreen Running Shoes For Women  (Green, Blue)",4.0,Women,Flipkart,554,4416.0,670.0,2092.0,649.0,219.0,79,230.0,1,False,shoe
Women Grey Heels Sandal,4.2,Women,Flipkart,999,179.0,29.0,94.0,46.0,24.0,9,6.0,1,False,sandal
Sneakers For Men  (Green),4.1,Men,Flipkart,875,1201.0,126.0,321.0,283.0,154.0,65,176.0,1,False,sneaker
Women SL-133 Black Red Walking Shoes For Women  (Black),4.3,Women,Flipkart,699,5351.0,0.0,1448.0,724.0,362.0,132,230.0,1,False,shoe
"SL-111 Sneakers For Women  (White, Gold)",4.3,Women,Flipkart,649,7445.0,1094.0,4302.0,2025.0,627.0,172,319.0,1,False,sneaker
Men's Black Shoes Shining Shoes for men Partywear shoes Oxford For Men  (Black),4.2,Men,Flipkart,999,416.0,56.0,234.0,87.0,48.0,21,26.0,0,False,shoe
Girls Stylish Casual Sports Shoe Sneakers For Women  (White),4.3,Women,Flipkart,999,787.0,133.0,478.0,182.0,78.0,15,34.0,1,False,sneaker
Combo Pack of 2 Casual Shoes Slip On Sneakers For Women  (Blue),3.8,Women,Flipkart,999,136.0,15.0,59.0,32.0,20.0,8,17.0,1,True,sneaker
"Chevit Lightweight Combo Pack of 02 Trendy Sneakers Casuals For Men's Sneakers For Men  (Orange, Green)",4.1,Men,Flipkart,998,1502.0,187.0,899.0,225.0,163.0,71,144.0,1,True,sneaker
Sneakers For Men  (Black),3.7,Men,Flipkart,999,56.0,3.0,27.0,9.0,5.0,5,10.0,1,False,sneaker
Men Black Sandal,3.8,Men,Flipkart,1049,23.0,4.0,12.0,2.0,4.0,3,2.0,0,False,sandal
Men Brown Casual Sandal,4.1,Men,Flipkart,799,627.0,104.0,324.0,149.0,82.0,22,50.0,0,False,sandal
LeBron Witness 4 EP Basketball Shoes For Men  (Black),4.1,Men,Flipkart,7995,32.0,6.0,15.0,11.0,3.0,0,3.0,1,False,shoe
Glarus M Running Shoes For Men  (Black),4.2,Men,Flipkart,2499,8198.0,1075.0,4587.0,2096.0,797.0,269,449.0,1,False,shoe
Jutis For Men  (Black),4.0,Men,Flipkart,999,29.0,1.0,14.0,8.0,3.0,1,3.0,0,False,juti
Cell Phase Wn s Training & Gym Shoes For Women  (Black),4.4,Women,Flipkart,6499,225.0,25.0,150.0,44.0,16.0,4,11.0,1,False,shoe
Black Men Home Slides|Boys Casual Chappals| Bathroom Footwear| Perfect Flipflops For Daily Wear| Walking Sleepers Slides,4.1,Men,Flipkart,599,1289.0,191.0,713.0,256.0,146.0,63,111.0,1,False,casual
Comfortable Shose For Women & Girl's Sneakers For Women  (White),3.9,Women,Flipkart,999,2108.0,301.0,1057.0,401.0,272.0,114,264.0,0,False,sneaker
Ethnic juti Jutis For Women  (Black),3.9,Women,Flipkart,499,526.0,93.0,254.0,125.0,68.0,36,47.0,1,False,juti
Women Red Flats Sandal,4.0,Women,Flipkart,999,577.0,60.0,314.0,117.0,55.0,36,55.0,1,False,sandal
Jutis For Women  (Black),4.2,Women,Flipkart,999,36.0,8.0,23.0,6.0,3.0,2,3.0,0,False,juti
Sneakers For Men  (Red),4.0,Men,Flipkart,999,54423.0,7626.0,29123.0,10622.0,6535.0,2894,5249.0,1,False,sneaker
Slides,3.6,Men,Flipkart,999,0.0,120.0,588.0,177.0,134.0,83,194.0,1,False,other
"FOAI's Chelsia Boots / Chain Boots, Synthetic Leather, Zipper, Ankle Length Pure White Boots For Mens Boots For Men  (White)",3.9,Men,Flipkart,1002,708.0,86.0,362.0,97.0,121.0,70,27.0,1,False,boot
Women Pink Bellies Sandal,4.3,Women,Flipkart,999,91.0,16.0,58.0,19.0,6.0,4,5.0,0,False,sandal
Derby For Men  (Brown),4.1,Men,Flipkart,5399,347.0,39.0,184.0,87.0,40.0,14,22.0,1,False,other
Loafers For Men  (Grey),4.1,Men,Flipkart,499,3592.0,500.0,1944.0,717.0,453.0,175,303.0,1,False,other
Boots For Women  (Black),4.1,Women,Flipkart,999,2113.0,366.0,1148.0,463.0,225.0,81,160.0,1,False,boot
Women Black Heels Sandal,3.9,Women,Flipkart,1299,30.0,1.0,15.0,6.0,4.0,2,3.0,0,False,sandal
VL COURT 2.0 Sneaker For Women  (Black),4.3,Women,Flipkart,4999,172.0,13.0,109.0,30.0,15.0,5,13.0,1,False,sneaker
Jutis For Women  (Multicolor),4.6,Women,Flipkart,999,15.0,0.0,11.0,3.0,0.0,1,0.0,0,False,juti
Top Speed Xtreme Lp Running Shoes For Men  (Blue),4.2,Men,Flipkart,2299,2841.0,391.0,1588.0,736.0,266.0,82,169.0,0,False,shoe
Pure Leather Punjabi Jutis For Men  (Black),4.1,Men,Flipkart,1999,20.0,4.0,14.0,0.0,2.0,2,2.0,0,False,juti
Women Copper Heels Sandal,4.5,Women,Flipkart,999,96.0,9.0,68.0,16.0,6.0,3,3.0,1,False,sandal
Running Shoes For Women  (Purple),4.2,Women,Flipkart,6495,13.0,1.0,7.0,4.0,1.0,0,1.0,1,False,shoe
802 Boots For Women  (Tan),3.9,Women,Flipkart,999,192.0,30.0,104.0,31.0,25.0,6,26.0,0,False,boot
Flip Flops,4.1,Women,Flipkart,1497,97.0,8.0,53.0,19.0,16.0,4,5.0,0,False,flip
"Men Blue, Grey Sandal",4.1,Men,Flipkart,875,118031.0,16524.0,61720.0,30777.0,13061.0,4694,7779.0,1,False,sandal
Casual Kiltie Tassled Loafers For Men  (Black),3.8,Men,Flipkart,999,4363.0,488.0,2191.0,700.0,513.0,307,652.0,1,False,casual
Defy Mid Core Wns Training & Gym Shoes For Women  (Pink),4.4,Women,Flipkart,6999,139.0,24.0,93.0,21.0,12.0,1,10.0,1,False,shoe
Bad Boy Slides For Boys Slides,4.1,Men,Flipkart,799,2088.0,265.0,1006.0,503.0,211.0,101,191.0,1,False,other
Men Grey Sandal,4.0,Men,Flipkart,1022,15086.0,1984.0,9442.0,5113.0,1755.0,1104,1662.0,1,False,sandal
Loafers Jutis For Men  (Black),3.9,Men,Flipkart,1499,18.0,0.0,9.0,4.0,1.0,3,1.0,0,False,juti
Women Pink Flats Sandal,3.9,Women,Flipkart,499,564.0,62.0,296.0,86.0,81.0,42,59.0,1,False,sandal
Ontario IDP Sneakers For Men  (Black),4.0,Men,Flipkart,2999,1565.0,188.0,796.0,361.0,154.0,79,175.0,1,False,sneaker
Mesh casual Walking Shoes For Men  (Black),3.7,Men,Flipkart,999,28139.0,3335.0,13862.0,4093.0,3582.0,2065,4537.0,0,False,shoe
Slippers,3.8,Men,Flipkart,799,2878.0,330.0,1409.0,509.0,355.0,234,371.0,0,False,slipper
Slides,2.9,Men,Flipkart,998,7.0,1.0,3.0,0.0,0.0,1,3.0,0,False,other
Women's Combo pack of 2 Sneakers For Women  (Multicolor),4.1,Women,Flipkart,798,19237.0,3094.0,9577.0,4868.0,2618.0,895,1279.0,1,True,sneaker
In-Season TR 8 Training & Gym Shoes For Women  (Black),4.1,Women,Flipkart,5995,145.0,13.0,82.0,33.0,8.0,7,15.0,1,False,shoe
Orange-Blue Slip On Sneakers For Men  (Blue),4.0,Men,Flipkart,499,922.0,129.0,497.0,168.0,122.0,50,85.0,1,False,sneaker
SFG-48 Slippers,4.0,Men,Flipkart,425,26281.0,3064.0,13751.0,5823.0,3081.0,1248,2378.0,1,False,slipper
Slippers,4.2,Women,Flipkart,499,9.0,4.0,4.0,3.0,0.0,0,1.0,0,False,slipper
Women Beige Heels Sandal,4.1,Men,Flipkart,999,0.0,0.0,394.0,197.0,93.0,35,69.0,0,False,sandal
Wonder Women Flex Lds4 For Women  (Multicolor),4.2,Women,Flipkart,1599,102.0,14.0,60.0,20.0,12.0,3,7.0,1,False,other
Flip Flops,4.2,Women,Flipkart,699,15.0,5.0,8.0,4.0,2.0,0,1.0,1,False,flip
ZMS508BLACK Loafers For Men  (Black),4.1,Men,Flipkart,499,8690.0,1103.0,5236.0,1398.0,845.0,389,822.0,1,False,other
"Men Orange, Khaki Casual Sandal",3.9,Men,Flipkart,998,164.0,12.0,86.0,27.0,19.0,11,21.0,1,False,sandal
5612Black Lace Up For Men  (Black),3.8,Men,Flipkart,499,959.0,179.0,415.0,247.0,130.0,62,105.0,1,False,other
Men's Black ankle lenght High Tops For Men  (Tan),4.0,Men,Flipkart,999,7145.0,727.0,4293.0,905.0,714.0,418,815.0,0,False,other
WoudLand By Zixer Exclusive Formal shoes for Men Slip On For Men  (Black),4.0,Men,Flipkart,999,4786.0,725.0,2482.0,1031.0,605.0,267,401.0,1,False,shoe
Women Beige Bellies Sandal,4.1,Women,Flipkart,499,1838.0,337.0,964.0,436.0,231.0,93,114.0,0,False,sandal
Perfect Stylish Girls Casual Shoes Sneakers For Women  (White),3.9,Women,Flipkart,999,1353.0,202.0,698.0,258.0,174.0,77,146.0,0,False,sneaker
Men Black Leather Punjabi Mojari Jutis For Men  (Black),3.3,Men,Flipkart,999,14.0,0.0,12.0,6.0,1.0,0,5.0,0,False,juti
Dixy Sneakers For Women  (Pink),3.9,Women,Flipkart,1499,9.0,0.0,5.0,2.0,0.0,0,2.0,1,False,sneaker
Slippers,3.7,Women,Flipkart,460,349.0,39.0,160.0,58.0,54.0,28,49.0,0,False,slipper
Women Green Heels Sandal,4.0,Women,Flipkart,899,86.0,15.0,38.0,27.0,11.0,6,4.0,1,False,sandal
Oxford For Men  (Tan),4.2,Men,Flipkart,6299,347.0,53.0,193.0,91.0,25.0,18,20.0,1,False,other
Women Gold Heels Sandal,3.8,Women,Flipkart,1499,68.0,9.0,31.0,12.0,13.0,4,8.0,1,False,sandal
Men Maroon Sandal,3.9,Men,Flipkart,1299,11.0,1.0,4.0,5.0,0.0,1,1.0,0,False,sandal
"Women Silver, Grey Heels Sandal",4.1,Women,Flipkart,999,2563.0,467.0,1479.0,485.0,281.0,113,205.0,1,False,sandal
Lace Up For Men  (Black),3.1,Men,Flipkart,1899,113.0,22.0,36.0,17.0,16.0,13,31.0,1,False,other
Flip Flops,3.9,Men,Flipkart,599,2763.0,281.0,1449.0,460.0,347.0,196,311.0,0,False,flip
Zod Runner V3 IDP Running Shoes For Men  (Black),4.1,Men,Flipkart,3999,27331.0,3082.0,14946.0,6255.0,2671.0,1178,2281.0,1,False,shoe
Leather Formal office wear Oxford For Men  (Brown),3.9,Men,Flipkart,1999,480.0,67.0,218.0,112.0,79.0,25,46.0,1,False,other
Jutis For Women  (Pink),4.0,Women,Flipkart,499,1940.0,223.0,1034.0,351.0,243.0,128,183.0,0,False,juti
Combo Pack of 2 Latest Collection Stylish Loafers Sneakers Shoes For Women Sneakers For Women  (Multicolor),3.8,Men,Flipkart,998,0.0,0.0,416.0,174.0,121.0,43,78.0,1,True,sneaker
Jutis For Women  (Multicolor),3.8,Women,Flipkart,600,69.0,9.0,32.0,13.0,10.0,3,11.0,0,False,juti
Running Shoes For Men  (Blue),4.1,Men,Flipkart,1499,31080.0,4702.0,16396.0,7666.0,3642.0,1283,2093.0,1,False,shoe
Sneakers For Women  (White),4.2,Women,Flipkart,999,1536.0,268.0,917.0,316.0,136.0,52,115.0,1,False,sneaker
Slippers,4.3,Men,Flipkart,299,12.0,1.0,7.0,4.0,0.0,0,1.0,0,False,slipper
Mojaris For Men  (Black),3.9,Men,Flipkart,499,114.0,12.0,59.0,19.0,14.0,8,14.0,0,False,mojaris
SM 487 Running Shoes For Men  (Blue),4.3,Men,Flipkart,1699,2961.0,493.0,1772.0,727.0,231.0,78,153.0,1,False,shoe
Nagra for Men ( Tan 10 ) Jutis For Men  (Tan),4.2,Men,Flipkart,999,0.0,29.0,88.0,44.0,25.0,6,13.0,0,False,juti
Women Gold Wedges Sandal,3.9,Women,Flipkart,550,267.0,35.0,135.0,51.0,30.0,19,32.0,0,False,sandal
Classic Boots For Men  (Blue),4.1,Men,Flipkart,499,2834.0,322.0,1723.0,405.0,269.0,129,308.0,0,False,boot
ALEXA Running Shoes For Women  (Black),4.3,Women,Flipkart,1699,2076.0,340.0,1301.0,461.0,132.0,55,127.0,1,False,shoe
Bow Party Wear Bellies For Women  (Black),3.9,Women,Flipkart,899,2185.0,256.0,1052.0,473.0,294.0,122,244.0,1,False,bellie
Women Multicolor Flats Sandal,3.9,Women,Flipkart,899,842.0,134.0,384.0,213.0,121.0,44,80.0,1,False,sandal
Fila Men's Bryant Sneakers,3.7,Men,Amazon,1597,81.0,40.0,14.0,10.0,10.0,23,43.0,1,False,sneaker
Women Casual & Running Shoes Combo Pack of 2 Sneakers For Women  (Multicolor),4.2,Women,Flipkart,998,15949.0,2870.0,8249.0,4284.0,1912.0,620,884.0,1,True,sneaker
Jutis For Women  (Beige),3.9,Women,Flipkart,649,10.0,3.0,4.0,3.0,2.0,0,1.0,0,False,juti
Women Beige Flats Sandal,4.2,Women,Flipkart,999,12080.0,1553.0,6552.0,3010.0,1402.0,475,641.0,1,False,sandal
Running Shoes For Women  (Black),3.9,Women,Flipkart,5995,12.0,3.0,7.0,0.0,3.0,1,1.0,1,False,shoe
Women Beige Heels Sandal,4.3,Women,Flipkart,2699,43.0,7.0,27.0,9.0,2.0,3,2.0,0,False,sandal
Slides,3.8,Men,Flipkart,999,3932.0,438.0,1989.0,630.0,474.0,275,564.0,1,False,other
EVAW2 Sneakers For Men  (White),3.8,Men,Flipkart,499,5268.0,569.0,2880.0,606.0,521.0,348,913.0,0,False,sneaker
Flip Flops,4.1,Women,Flipkart,772,41.0,9.0,11.0,9.0,5.0,4,1.0,1,False,flip
Women Maroon Wedges Sandal,4.3,Women,Flipkart,2195,135.0,17.0,85.0,23.0,12.0,6,8.0,1,False,sandal
High Heel Canvas Sneakers Casuals For Women  (Grey),4.7,Women,Flipkart,999,3.0,0.0,2.0,1.0,0.0,0,0.0,1,False,sneaker
Women's | Girls Trendy Comfortable Casual wear Lace-Up Shoes Sneakers For Women  (White),4.3,Women,Flipkart,999,482.0,73.0,292.0,98.0,49.0,15,28.0,1,False,sneaker
Men's Office and Party 295 Corporate Casuals For Men  (Tan),4.1,Men,Flipkart,999,3563.0,515.0,1915.0,741.0,402.0,185,320.0,1,False,casual
High Ankle Denim Boots For Womens And girls Boots For Women  (Blue),4.4,Women,Flipkart,999,0.0,0.0,81.0,45.0,19.0,5,12.0,0,False,boot
Men's Casual Half Jutti /Nagra/Jalsa For Men  (Black),4.0,Men,Flipkart,999,181.0,20.0,89.0,47.0,15.0,8,22.0,0,False,casual
Mojaris For Men  (Black),3.8,Men,Flipkart,1299,86.0,12.0,39.0,18.0,12.0,4,13.0,0,False,mojaris
Height Increasing For Men  (Maroon),3.9,Men,Flipkart,2999,775.0,111.0,394.0,137.0,100.0,48,96.0,1,False,other
Mojaris For Women  (Multicolor),3.3,Women,Flipkart,1599,3.0,0.0,0.0,1.0,2.0,0,0.0,0,False,mojaris
"Latest Stylish & Lightweight-Silicon Rubber Flip Flop for Women & Girls | Sweat Resistant , Non Slip and Water-Proof Slides - Indoor and Outdoor Casual wear Slippers Slides",4.0,Women,Flipkart,499,1766.0,231.0,888.0,379.0,221.0,105,173.0,1,False,casual
Slides,4.1,Men,Flipkart,599,1205.0,161.0,642.0,279.0,141.0,41,102.0,1,False,other
Knitted Socks Casuals Sneakers For Men  (Navy),4.0,Men,Flipkart,999,567.0,64.0,292.0,119.0,74.0,32,50.0,1,False,sneaker
"GENESISRUNNERLP Running Shoes For Women  (Grey, Pink)",4.5,Women,Flipkart,3499,198.0,19.0,132.0,49.0,11.0,4,2.0,1,False,shoe
Flip Flops,4.0,Women,Flipkart,1298,24.0,3.0,13.0,4.0,3.0,2,2.0,1,False,flip
Men Black Casual Sandal,4.2,Men,Flipkart,799,80.0,9.0,45.0,20.0,8.0,2,5.0,1,False,sandal
High Heel Canvas Sneakers Casuals For Women  (Grey),4.7,Women,Flipkart,999,3.0,1.0,2.0,1.0,0.0,0,0.0,1,False,sneaker
Walking Shoes For Men  (Multicolor),4.0,Men,Flipkart,1499,150.0,21.0,87.0,16.0,20.0,16,11.0,1,False,shoe
Flip Flops,3.8,Women,Flipkart,499,108.0,10.0,60.0,18.0,12.0,8,19.0,0,False,flip
Slip On For Men  (Brown),4.0,Men,Flipkart,699,175.0,26.0,87.0,45.0,17.0,11,15.0,1,False,other
"Top Rated,Training Shoes,Walking Shoes,Gym Shoes ,Sports Shoes, Running Shoes For Men,Cricket Shoes,Hocket Shoes,Vollyboll Shoes,Hiking Shoes,Casual Shoes,Football Shoes, Badminton Shoes,Basketball Shoes,Gym Shoes, Trekking Shoes,Juta, Tennis Shoe, Light Weight Comfortable Shoes For Men'S/Boy'S Casuals For Men  (Red)",3.7,Men,Flipkart,499,20341.0,2276.0,9797.0,3043.0,2598.0,1521,3382.0,1,False,shoe
Women Black Wedges Sandal,3.5,Women,Flipkart,2795,31.0,4.0,11.0,8.0,4.0,3,5.0,1,False,sandal
Rajasthani Jaipuri Ethnic Multicolour Fabric Wedding Juttis for Women Jutis For Women  (Multicolor),4.2,Women,Flipkart,499,146.0,20.0,93.0,20.0,15.0,7,11.0,0,False,juti
Asian Women's Sneaker,3.9,Women,Amazon,499,234.0,128.0,13.0,3.0,10.0,25,49.0,1,False,sneaker
Women Red Wedges Sandal,3.8,Women,Flipkart,599,11296.0,1679.0,5154.0,2198.0,1647.0,857,1447.0,1,False,sandal
Pure Leather Punjabi Jutis For Men  (Maroon),3.8,Men,Flipkart,1999,21.0,2.0,11.0,4.0,1.0,1,4.0,0,False,juti
Smash Platform L Sneakers For Women  (Olive),4.4,Women,Flipkart,4499,52.0,5.0,37.0,6.0,3.0,3,3.0,1,False,sneaker
Women's Black Doctor Comfortable Cushion Slippers,4.0,Women,Flipkart,999,1022.0,162.0,501.0,246.0,140.0,40,96.0,1,False,slipper
Synthetic Leather Casual Partywear High Heels Stylish Boots Sneakers Casual Shoes Boots For Women  (Pink),4.2,Women,Flipkart,999,1091.0,148.0,630.0,222.0,114.0,42,83.0,1,False,sneaker
Jutis For Women  (Multicolor),3.8,Women,Flipkart,999,639.0,115.0,298.0,126.0,91.0,44,80.0,1,False,juti
Women Gold Heels Sandal,4.0,Men,Flipkart,699,0.0,0.0,6764.0,3382.0,1691.0,625,1066.0,1,False,sandal
Training & Gym Shoes For Men  (Black),4.6,Men,Flipkart,1299,13.0,1.0,8.0,5.0,0.0,0,0.0,1,False,shoe
Boots For Men  (Black),4.1,Men,Flipkart,1599,124.0,34.0,72.0,21.0,13.0,4,14.0,0,False,boot
Combo Pack of 2 Pair New White fashion Reguler stylish Flip Flop Slides Slipper for Men(Slides Flip flops) Slides,3.8,Men,Flipkart,699,254.0,35.0,124.0,38.0,42.0,22,28.0,1,True,flip
